Area name,SOC code,SOC title,Est. empl.,Avg. wage,25th P,50th P,75th P,Annual wage,,Index
"Bellingham, WA",53-7063,Machine Feeders and Offbearers,125,$17.15,$16.27,$16.86,$17.90,"$35,670",,
"Bellingham, WA",51-4041,Machinists,174,$25.54,$21.21,$24.47,$28.87,"$53,110",,
"Bellingham, WA",37-2012,Maids and Housekeeping Cleaners,512,$16.46,$15.15,$15.77,$16.70,"$34,240",,
"Bellingham, WA",49-9071,"Maintenance and Repair Workers, General",818,$24.50,$18.11,$23.28,$29.19,"$50,960",,
"Bellingham, WA",13-1111,Management Analysts,176,$44.03,$31.92,$45.68,$49.33,"$91,580",,
"Bellingham, WA",11-9199,"Managers, All Other",336,$61.67,$51.75,$58.43,$65.10,"$128,270",,
"Bellingham, WA",39-5092,Manicurists and Pedicurists,117,$19.97,$16.90,$18.26,$22.00,"$41,540",,
"Bellingham, WA",13-1161,Market Research Analysts and Marketing Specialists,355,$32.04,$22.00,$27.54,$37.85,"$66,650",,
"Bellingham, WA",11-2021,Marketing Managers,123,$58.42,$38.51,$50.79,$72.38,"$121,510",,
"Bellingham, WA",31-9011,Massage Therapists,162,$32.85,$27.77,$33.00,$39.20,"$68,330",,
"Bellingham, WA",15-2099,"Mathematical Science Occupations, All Other",12,$25.07,$14.49,$23.53,$33.58,"$52,150",,
"Bellingham, WA",25-1022,"Mathematical Science Teachers, Postsecondary",54,-,-,-,-,"$76,120",,
"Bellingham, WA",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",268,$16.34,$14.87,$15.14,$17.00,"$33,980",,
"Bellingham, WA",17-3013,Mechanical Drafters,82,$30.57,$27.01,$30.73,$36.55,"$63,580",,
"Bellingham, WA",17-2141,Mechanical Engineers,131,$51.61,$38.56,$49.59,$65.69,"$107,350",,
"Bellingham, WA",11-9111,Medical and Health Services Managers,120,$58.49,$40.20,$51.54,$65.10,"$121,650",,
"Bellingham, WA",31-9092,Medical Assistants,467,$21.90,$18.97,$22.20,$23.25,"$45,550",,
"Bellingham, WA",49-9062,Medical Equipment Repairers,15,$33.82,$24.76,$31.18,$41.04,"$70,350",,
"Bellingham, WA",29-2072,Medical Records Specialists,68,$25.56,$21.47,$24.01,$27.12,"$53,160",,
"Bellingham, WA",43-6013,Medical Secretaries and Administrative Assistants,197,$22.36,$20.79,$21.67,$26.70,"$46,500",,
"Bellingham, WA",13-1121,"Meeting, Convention, and Event Planners",65,$25.49,$20.78,$23.90,$29.06,"$53,010",,
"Bellingham, WA",21-1023,Mental Health and Substance Abuse Social Workers,45,$26.37,$18.38,$25.59,$34.11,"$54,850",,
"Bellingham, WA",27-1026,Merchandise Displayers and Window Trimmers,108,$19.16,$17.19,$17.50,$20.06,"$39,850",,
"Bellingham, WA",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",348,-,-,-,-,"$80,590",,
"Bellingham, WA",49-9044,Millwrights,48,$34.58,$25.33,$30.57,$40.00,"$71,920",,
"Bellingham, WA",51-2090,Miscellaneous Assemblers and Fabricators,762,$21.53,$17.83,$20.00,$24.38,"$44,790",,
"Bellingham, WA",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",437,$26.87,$24.71,$28.73,$28.73,"$55,880",,
"Bellingham, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",114,$31.92,$26.88,$29.29,$36.28,"$66,390",,
"Bellingham, WA",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",26,$21.94,$18.15,$21.41,$23.64,"$45,630",,
"Bellingham, WA",51-4072,Molding/Coremaking/ Casting Mach. Setters/Oprs. & Tenders/Metal & Plastic,62,$20.87,$17.68,$20.21,$22.19,"$43,410",,
"Bellingham, WA",53-3099,"Motor Vehicle Operators, All Other",36,$19.60,$16.31,$16.31,$20.93,"$40,780",,
"Bellingham, WA",49-3051,Motorboat Mechanics and Service Technicians,56,$24.58,$21.32,$22.49,$29.03,"$51,120",,
"Bellingham, WA",49-3052,Motorcycle Mechanics,10,$22.05,$19.57,$19.59,$23.16,"$45,860",,
"Bellingham, WA",11-9121,Natural Sciences Managers,40,$58.73,$47.47,$54.84,$69.05,"$122,160",,
"Bellingham, WA",15-1244,Network and Computer Systems Administrators,89,$44.48,$37.24,$42.26,$49.70,"$92,530",,
"Bellingham, WA",29-1171,Nurse Practitioners,76,$57.46,$50.09,$58.78,$62.16,"$119,520",,
"Bellingham, WA",31-1131,Nursing Assistants,692,$19.52,$17.66,$18.43,$20.90,"$40,610",,
"Bellingham, WA",25-1072,"Nursing Instructors and Teachers, Postsecondary",66,-,-,-,-,"$84,540",,
"Bellingham, WA",19-5011,Occupational Health and Safety Specialists,62,$39.57,$33.08,$39.51,$46.97,"$82,300",,
"Bellingham, WA",29-1122,Occupational Therapists,79,$41.38,$35.13,$38.88,$49.18,"$86,070",,
"Bellingham, WA",43-9199,"Office and Administrative Support Workers, All Other",155,$20.96,$16.36,$19.63,$24.75,"$43,590",,
"Bellingham, WA",43-9061,"Office Clerks, General","1,496",$21.59,$17.22,$20.79,$23.58,"$44,910",,
"Bellingham, WA",47-2073,Operating Engineers and Other Construction Equipment Operators,244,$39.00,$31.39,$37.01,$47.81,"$81,120",,
"Bellingham, WA",29-2057,Ophthalmic Medical Technicians,49,$21.69,$18.33,$21.98,$22.34,"$45,110",,
"Bellingham, WA",29-2081,"Opticians, Dispensing",62,$21.58,$17.17,$19.71,$26.48,"$44,890",,
"Bellingham, WA",29-1041,Optometrists,25,$61.61,$48.07,$57.69,$79.18,"$128,140",,
"Bellingham, WA",43-4151,Order Clerks,45,$20.64,$19.86,$20.10,$22.56,"$42,930",,
"Bellingham, WA",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,25,$22.37,$18.33,$22.10,$24.32,"$46,520",,
"Bellingham, WA",51-9111,Packaging and Filling Machine Operators and Tenders,447,$18.03,$16.51,$16.79,$18.49,"$37,510",,
"Bellingham, WA",53-7064,"Packers and Packagers, Hand",274,$18.21,$15.93,$17.85,$18.28,"$37,880",,
"Bellingham, WA",47-2141,"Painters, Construction and Maintenance",197,$24.83,$22.19,$23.23,$27.65,"$51,640",,
"Bellingham, WA",23-2011,Paralegals and Legal Assistants,107,$28.90,$23.28,$28.72,$33.99,"$60,100",,
"Bellingham, WA",29-2043,Paramedics,73,$48.23,$47.10,$47.10,$48.59,"$100,320",,
"Bellingham, WA",53-6021,Parking Attendants,44,$16.24,$14.49,$16.21,$16.58,"$33,790",,
"Bellingham, WA",41-2022,Parts Salespersons,196,$21.88,$16.98,$20.55,$25.19,"$45,500",,
"Bellingham, WA",43-3051,Payroll and Timekeeping Clerks,97,$26.51,$23.02,$26.69,$29.72,"$55,130",,
"Bellingham, WA",39-9099,"Personal Care and Service Workers, All Other",-,$20.41,$15.75,$15.75,$29.05,"$42,450",,
"Bellingham, WA",13-2052,Personal Financial Advisors,154,$61.72,$27.90,$47.51,$73.54,"$128,370",,
"Bellingham, WA",29-1051,Pharmacists,187,$63.27,$61.21,$63.83,$74.02,"$131,600",,
"Bellingham, WA",31-9095,Pharmacy Aides,50,$18.16,$15.16,$16.59,$19.48,"$37,770",,
"Bellingham, WA",29-2052,Pharmacy Technicians,215,$22.20,$18.69,$22.51,$24.07,"$46,170",,
"Bellingham, WA",31-9097,Phlebotomists,44,$20.89,$18.74,$19.30,$22.21,"$43,450",,
"Bellingham, WA",27-4021,Photographers,14,$22.02,$15.91,$21.20,$27.49,"$45,790",,
"Bellingham, WA",31-2022,Physical Therapist Aides,25,$16.10,$15.21,$15.26,$16.87,"$33,490",,
"Bellingham, WA",31-2021,Physical Therapist Assistants,54,$28.56,$25.00,$27.73,$29.52,"$59,410",,
"Bellingham, WA",29-1123,Physical Therapists,132,$44.71,$37.45,$45.42,$48.21,"$92,990",,
"Bellingham, WA",29-1071,Physician Assistants,68,$63.15,$54.66,$60.83,$74.96,"$131,350",,
"Bellingham, WA",29-1229,"Physicians, All Other",200,$116.95,$61.85,$102.46,-,"$243,260",,
"Bellingham, WA",25-1054,"Physics Teachers, Postsecondary",21,-,-,-,-,"$73,960",,
"Bellingham, WA",47-2151,Pipelayers,36,$31.96,$29.16,$29.94,$35.29,"$66,470",,
"Bellingham, WA",47-2152,"Plumbers, Pipefitters, and Steamfitters",428,$35.32,$23.85,$34.18,$45.13,"$73,470",,
"Bellingham, WA",33-3051,Police and Sheriff's Patrol Officers,265,$42.87,$37.98,$44.93,$46.27,"$89,180",,
"Bellingham, WA",25-1065,"Political Science Teachers, Postsecondary",19,-,-,-,-,"$74,680",,
"Bellingham, WA",43-5051,Postal Service Clerks,50,$27.11,$24.67,$27.02,$32.84,"$56,390",,
"Bellingham, WA",43-5052,Postal Service Mail Carriers,216,$25.69,$19.06,$24.74,$32.03,"$53,440",,
"Bellingham, WA",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",13,$28.21,$24.60,$28.43,$32.84,"$58,670",,
"Bellingham, WA",11-9131,Postmasters and Mail Superintendents,10,$38.90,$36.17,$37.98,$41.60,"$80,900",,
"Bellingham, WA",25-1199,"Postsecondary Teachers, All Other",30,-,-,-,-,"$72,290",,
"Bellingham, WA",25-2011,"Preschool Teachers, Except Special Education",201,$17.50,$14.49,$16.52,$17.69,"$36,400",,
"Bellingham, WA",51-5112,Printing Press Operators,48,$21.10,$16.60,$20.47,$25.62,"$43,880",,
"Bellingham, WA",21-1092,Probation Officers and Correctional Treatment Specialists,24,$31.64,$28.42,$30.55,$35.48,"$65,800",,
"Bellingham, WA",43-3061,Procurement Clerks,39,$20.29,$18.11,$19.34,$21.71,"$42,190",,
"Bellingham, WA",27-2012,Producers and Directors,31,$35.25,$23.11,$31.09,$44.16,"$73,330",,
"Bellingham, WA",43-5061,"Production, Planning, and Expediting Clerks",255,$24.27,$18.03,$22.77,$29.14,"$50,490",,
"Bellingham, WA",13-1082,Project Management Specialists,258,$45.49,$37.52,$44.52,$52.85,"$94,630",,
"Bellingham, WA",11-9141,"Property, Real Estate, and Community Association Managers",48,$47.10,$36.68,$45.28,$56.72,"$97,970",,
"Bellingham, WA",33-9099,"Protective Service Workers, All Other",116,$21.90,$18.30,$19.16,$22.55,"$45,540",,
"Bellingham, WA",25-1066,"Psychology Teachers, Postsecondary",28,-,-,-,-,"$79,310",,
"Bellingham, WA",11-2032,Public Relations Managers,29,$59.11,$44.64,$49.78,$63.22,"$122,950",,
"Bellingham, WA",27-3031,Public Relations Specialists,106,$32.90,$26.71,$31.63,$36.60,"$68,440",,
"Bellingham, WA",11-3061,Purchasing Managers,17,$62.62,$50.35,$59.44,$78.87,"$130,260",,
"Bellingham, WA",29-2034,Radiologic Technologists and Technicians,78,$37.16,$35.63,$35.63,$46.07,"$77,290",,
"Bellingham, WA",41-9021,Real Estate Brokers,26,-,-,-,-,-,,
"Bellingham, WA",41-9022,Real Estate Sales Agents,169,$27.86,$22.66,$24.39,$29.51,"$57,960",,
"Bellingham, WA",43-4171,Receptionists and Information Clerks,797,$17.90,$15.38,$17.42,$19.02,"$37,220",,
"Bellingham, WA",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",15,-,-,-,-,"$71,710",,
"Bellingham, WA",39-9032,Recreation Workers,178,$18.46,$15.88,$17.15,$18.05,"$38,400",,
"Bellingham, WA",29-1141,Registered Nurses,"1,620",$45.03,$35.77,$47.23,$47.23,"$93,660",,
"Bellingham, WA",21-1015,Rehabilitation Counselors,125,$25.43,$19.85,$21.21,$27.58,"$52,890",,
"Bellingham, WA",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,85,$18.86,$15.19,$17.24,$22.46,"$39,240",,
"Bellingham, WA",39-9041,Residential Advisors,37,$21.22,$18.42,$20.11,$23.38,"$44,140",,
"Bellingham, WA",29-1126,Respiratory Therapists,66,$39.28,$35.34,$37.45,$42.12,"$81,700",,
"Bellingham, WA",41-2031,Retail Salespersons,"2,793",$17.79,$14.93,$16.26,$17.56,"$37,010",,
"Bellingham, WA",47-2181,Roofers,314,$28.61,$23.55,$28.52,$31.57,"$59,500",,
"Bellingham, WA",41-9099,"Sales and Related Workers, All Other",27,$26.92,$14.94,$17.36,$24.50,"$56,000",,
"Bellingham, WA",11-2022,Sales Managers,167,$74.84,$52.64,$66.34,$88.19,"$155,660",,
"Bellingham, WA",41-4011,"Sales Representatives, Wholesale & Manufacturing, Technical & Scientific Products",123,$50.99,$32.67,$45.46,$65.21,"$106,060",,
"Bellingham, WA",41-3091,"Sales Reps. of Svcs., Exc. Advertising, Insurance, Financial Svcs., & Travel",383,$34.74,$22.26,$29.25,$40.33,"$72,260",,
"Bellingham, WA",41-4012,"Sales Reps/Wholesale/Mfg, Except Tech/Science Products",806,$38.45,$24.21,$32.05,$45.45,"$79,980",,
"Bellingham, WA",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",107,$19.09,$17.14,$18.67,$22.69,"$39,710",,
"Bellingham, WA",19-3034,School Psychologists,38,$44.38,$36.22,$46.20,$51.53,"$92,320",,
"Bellingham, WA",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",398,-,-,-,-,"$89,140",,
"Bellingham, WA",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",925,$23.03,$20.00,$22.44,$25.64,"$47,890",,
"Bellingham, WA",41-3031,"Securities, Commodities, and Financial Services Sales Agents",203,$30.66,$22.36,$24.40,$33.65,"$63,770",,
"Bellingham, WA",33-9032,Security Guards,370,$17.52,$15.36,$16.24,$18.33,"$36,450",,
"Bellingham, WA",25-3021,Self-Enrichment Teachers,301,$20.62,$16.81,$18.47,$22.21,"$42,900",,
"Bellingham, WA",51-9012,Separate/Filter/Clarify/Precipitate /Still Machine Setters/Operators/Tenders,76,$22.81,$18.49,$21.90,$27.11,"$47,450",,
"Bellingham, WA",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,91,$30.13,$23.69,$30.02,$34.90,"$62,660",,
"Bellingham, WA",51-6031,Sewing Machine Operators,54,$17.71,$15.96,$17.26,$18.56,"$36,840",,
"Bellingham, WA",47-2211,Sheet Metal Workers,192,$34.56,$28.99,$31.68,$37.72,"$71,890",,
"Bellingham, WA",43-5071,"Shipping, Receiving, and Inventory Clerks",537,$20.17,$16.99,$18.91,$22.68,"$41,960",,
"Bellingham, WA",53-3053,Shuttle Drivers and Chauffeurs,114,$16.19,$14.63,$14.64,$16.48,"$33,680",,
"Bellingham, WA",39-5094,Skincare Specialists,36,$45.73,$23.48,$39.09,$55.36,"$95,110",,
"Bellingham, WA",11-9151,Social and Community Service Managers,95,$40.53,$31.55,$39.94,$46.96,"$84,290",,
"Bellingham, WA",21-1093,Social and Human Service Assistants,195,$20.78,$17.35,$20.32,$23.00,"$43,230",,
"Bellingham, WA",19-3099,"Social Scientists and Related Workers, All Other",24,$44.11,$31.58,$37.91,$58.07,"$91,740",,
"Bellingham, WA",25-1067,"Sociology Teachers, Postsecondary",12,-,-,-,-,"$77,350",,
"Bellingham, WA",15-1252,Software Developers,707,$61.04,$44.36,$60.54,$73.60,"$126,960",,
"Bellingham, WA",15-1253,Software Quality Assurance Analysts and Testers,48,$40.72,$30.00,$36.71,$50.43,"$84,700",,
"Bellingham, WA",25-2052,"Special Education Teachers, Kindergarten and Elementary School",99,-,-,-,-,"$85,950",,
"Bellingham, WA",25-2057,"Special Education Teachers, Middle School",42,-,-,-,-,"$80,660",,
"Bellingham, WA",25-2051,"Special Education Teachers, Preschool",21,-,-,-,-,"$74,850",,
"Bellingham, WA",25-2058,"Special Education Teachers, Secondary School",62,-,-,-,-,"$85,150",,
"Bellingham, WA",27-1014,Special Effects Artists and Animators,-,$37.13,$27.22,$34.36,$45.40,"$77,220",,
"Bellingham, WA",29-1127,Speech-Language Pathologists,95,$42.94,$37.79,$39.68,$48.86,"$89,320",,
"Bellingham, WA",15-2041,Statisticians,15,$38.71,$30.00,$38.08,$44.74,"$80,520",,
"Bellingham, WA",53-7065,Stockers and Order Fillers,"1,267",$18.51,$16.02,$17.48,$20.55,"$38,500",,
"Bellingham, WA",51-2041,Structural Metal Fabricators and Fitters,36,$26.54,$20.64,$23.19,$32.21,"$55,200",,
"Bellingham, WA",21-1018,"Substance abuse, behavioral disorder, and mental health counselors",339,$26.53,$20.10,$23.85,$29.17,"$55,190",,
"Bellingham, WA",25-3031,"Substitute Teachers, Short-Term",490,$22.50,$19.03,$24.29,$24.29,"$46,800",,
"Bellingham, WA",17-3031,Surveying and Mapping Technicians,45,$27.10,$23.00,$25.77,$30.90,"$56,360",,
"Bellingham, WA",17-1022,Surveyors,37,$39.77,$31.93,$40.42,$44.60,"$82,730",,
"Bellingham, WA",47-2082,Tapers,115,$32.85,$27.99,$32.02,$38.97,"$68,330",,
"Bellingham, WA",13-2082,Tax Preparers,56,$23.52,$21.38,$22.71,$25.52,"$48,930",,
"Bellingham, WA",25-3099,"Teachers and Instructors, All Other",30,-,-,-,-,"$73,190",,
"Bellingham, WA",25-9045,"Teaching Assistants, Except Postsecondary","1,100",-,-,-,-,"$42,070",,
"Bellingham, WA",25-9044,"Teaching Assistants, Postsecondary",84,-,-,-,-,"$41,470",,
"Bellingham, WA",27-3042,Technical Writers,14,$33.44,$25.00,$28.44,$46.76,"$69,550",,
"Bellingham, WA",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",64,$34.08,$28.90,$36.40,$37.25,"$70,890",,
"Bellingham, WA",43-3071,Tellers,408,$19.75,$17.80,$18.57,$20.98,"$41,080",,
"Bellingham, WA",51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",150,-,-,-,-,-,,
"Bellingham, WA",47-2044,Tile and Stone Setters,35,$24.57,$21.59,$24.14,$29.27,"$51,100",,
"Bellingham, WA",49-3093,Tire Repairers and Changers,79,$17.94,$15.56,$17.51,$18.13,"$37,310",,
"Bellingham, WA",51-4194,"Tool Grinders, Filers, and Sharpeners",12,$27.27,$28.25,$28.25,$29.69,"$56,720",,
"Bellingham, WA",39-7010,Tour and travel guides,20,$16.92,$15.09,$16.42,$18.61,"$35,180",,
"Bellingham, WA",13-1151,Training and Development Specialists,153,$32.36,$22.56,$29.50,$37.50,"$67,310",,
"Bellingham, WA",11-3071,"Transportation, Storage, and Distribution Managers",31,$54.79,$43.66,$52.25,$61.72,"$113,970",,
"Bellingham, WA",53-1047,Transportation/ Material-Moving Supervisors/No Aircraft Cargo Handling Supervisors,315,$30.11,$23.13,$28.00,$36.51,"$62,640",,
"Bellingham, WA",37-3013,Tree Trimmers and Pruners,60,$26.67,$24.21,$24.21,$29.97,"$55,480",,
"Bellingham, WA",25-3041,Tutors,53,$16.97,$14.49,$14.93,$17.38,"$35,300",,
"Bellingham, WA",19-3051,Urban and Regional Planners,58,$39.39,$30.91,$38.23,$45.60,"$81,920",,
"Bellingham, WA",29-1131,Veterinarians,83,$58.16,$45.87,$62.20,$66.70,"$120,970",,
"Bellingham, WA",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,105,$17.97,$17.36,$17.63,$18.15,"$37,380",,
"Bellingham, WA",29-2056,Veterinary Technologists and Technicians,84,$23.98,$22.70,$24.00,$24.82,"$49,880",,
"Bellingham, WA",35-3031,Waiters and Waitresses,"1,510",$20.92,$14.66,$16.77,$26.46,"$43,500",,
"Bellingham, WA",51-8031,Water and Wastewater Treatment Plant and System Operators,84,$33.73,$29.43,$34.39,$38.06,"$70,160",,
"Bellingham, WA",15-1255,Web and Digital Interface Designers,124,$36.22,$24.19,$31.51,$41.78,"$75,330",,
"Bellingham, WA",15-1254,Web Developers,57,$41.35,$26.00,$37.07,$57.45,"$86,000",,
"Bellingham, WA",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",15,$19.57,$17.80,$18.83,$21.44,"$40,710",,
"Bellingham, WA",51-4121,"Welders, Cutters, Solderers, and Brazers",253,$28.45,$23.03,$26.38,$31.84,"$59,180",,
"Bellingham, WA",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",239,$19.05,$17.89,$17.95,$21.02,"$39,620",,
"Bellingham, WA",27-3043,Writers and Authors,19,$34.70,$23.68,$32.87,$39.98,"$72,170",,
"Bellingham, WA",19-1023,Zoologists and Wildlife Biologists,30,$34.71,$26.08,$31.63,$38.60,"$72,200",,
"Bremerton-Silverdale, WA",13-2011,Accountants and Auditors,493,$40.16,$29.71,$37.39,$46.61,"$83,530",,
"Bremerton-Silverdale, WA",11-3012,Administrative Services Managers,26,$56.76,$47.00,$52.82,$70.62,"$118,060",,
"Bremerton-Silverdale, WA",41-3011,Advertising Sales Agents,40,$32.65,$22.56,$28.58,$39.09,"$67,910",,
"Bremerton-Silverdale, WA",17-2011,Aerospace Engineers,16,$62.84,$60.37,$60.37,$62.87,"$130,710",,
"Bremerton-Silverdale, WA",39-3091,Amusement and Recreation Attendants,144,$16.22,$15.05,$16.32,$16.71,"$33,740",,
"Bremerton-Silverdale, WA",39-2021,Animal Caretakers,235,$17.94,$15.21,$16.18,$17.74,"$37,320",,
"Bremerton-Silverdale, WA",17-1011,"Architects, Except Landscape and Naval",98,$38.18,$29.11,$36.67,$44.45,"$79,420",,
"Bremerton-Silverdale, WA",17-3011,Architectural and Civil Drafters,62,$31.12,$25.09,$28.90,$35.29,"$64,720",,
"Bremerton-Silverdale, WA",11-9041,Architectural and Engineering Managers,144,$73.28,$65.10,$71.02,$76.94,"$152,430",,
"Bremerton-Silverdale, WA",53-6031,Automotive and Watercraft Service Attendants,108,$17.81,$16.67,$17.59,$18.94,"$37,050",,
"Bremerton-Silverdale, WA",49-3021,Automotive Body and Related Repairers,98,$26.64,$21.84,$24.62,$29.45,"$55,410",,
"Bremerton-Silverdale, WA",49-3023,Automotive Service Technicians and Mechanics,440,$25.90,$18.18,$23.38,$30.47,"$53,860",,
"Bremerton-Silverdale, WA",51-3011,Bakers,139,$18.60,$16.83,$17.49,$19.10,"$38,690",,
"Bremerton-Silverdale, WA",35-3011,Bartenders,460,$23.40,$15.41,$19.76,$30.16,"$48,660",,
"Bremerton-Silverdale, WA",49-3091,Bicycle Repairers,19,$18.87,$17.71,$17.79,$19.56,"$39,250",,
"Bremerton-Silverdale, WA",43-3011,Bill and Account Collectors,30,$20.21,$16.83,$20.14,$21.17,"$42,040",,
"Bremerton-Silverdale, WA",43-3021,Billing and Posting Clerks,323,$20.30,$17.37,$19.08,$22.19,"$42,220",,
"Bremerton-Silverdale, WA",19-1029,"Biological Scientists, All Other",26,$47.82,$46.33,$47.71,$51.95,"$99,460",,
"Bremerton-Silverdale, WA",19-4021,Biological Technicians,34,$26.42,$21.44,$22.89,$28.69,"$54,960",,
"Bremerton-Silverdale, WA",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",747,$24.47,$20.02,$23.47,$27.99,"$50,900",,
"Bremerton-Silverdale, WA",47-2021,Brickmasons and Blockmasons,13,$32.08,$24.62,$31.81,$43.78,"$66,730",,
"Bremerton-Silverdale, WA",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,110,$34.30,$30.23,$35.15,$39.80,"$71,340",,
"Bremerton-Silverdale, WA",53-3051,"Bus Drivers, School",304,$28.21,$25.47,$29.15,$31.17,"$58,670",,
